member_id,first_name,surname,sex,email,city
180,Bilaal,Berry,M,Bilaal.Berry@yahoo.com,Ramat Gan
148,Nora,Xiong,M,Nora.Xiong@walla.co.il,Herzelia
155,Axl,Bull,M,Axl.Bull@walla.co.il,Ramat Hasharon
116,Tess,Dorsey,F,Tess.Dorsey@yahoo.com,Ramat Hasharon
13,Jed,Fuentes,M,Je.Fu@hotmail.com,Givatayim
123,Romy,Neal,F,Romy.Neal@walla.co.il,Tel Aviv
20,Adelina,Ashley,F,Ad.As@hotmail.com,Herzelia
194,Shannon,Harwood,F,Shannon.Ha@walla.co.il,Givatayim
184,Farah,Sutton,F,Farah.Sutton@yahoo.com,Tel Aviv
151,Arisha,Irving,F,Ar.Irving@walla.co.il,Ramat Hasharon
168,Manveer,Knight,F,Manveer.Kn@hotmail.com,Herzelia
52,Franklyn,Findlay,M,Franklyn.Findlay@yahoo.com,Tel Aviv
92,Sofia,Calhoun,F,So.Calhoun@walla.co.il,Ramat Gan
40,Mairead,Acevedo,F,Ma.Acevedo@walla.co.il,Herzelia
61,Kiki,Schneider,F,Kiki.Sc@hotmail.com,Herzelia
166,Luka,Holder,F,Luka.Ho@yahoo.com,Givatayim
134,Brandi,Travis,F,Brandi.Travis@hotmail.com,Tel Aviv
23,Isla-Rose,Heaton,F,Isla-Rose.He@gmail.com,Ramat Hasharon
152,Keir,Broughton,F,Ke.Broughton@hotmail.com,Givatayim
186,Ariya,Armstrong,F,Ariya.Armstrong@gmail.com,Givatayim
36,Sarah,Crossley,F,Sarah.Cr@hotmail.com,Tel Aviv
171,Hanna,Shelton,F,Hanna.Shelton@walla.co.il,Givatayim
56,Kyra,Mccann,F,Ky.Mc@walla.co.il,Tel Aviv
90,Joss,Brandt,F,Joss.Brandt@walla.co.il,Tel Aviv
34,Leoni,Lindsay,F,Leoni.Lindsay@yahoo.com,Ramat Gan
46,Mariyah,Green,F,Ma.Green@walla.co.il,Herzelia
173,Renzo,Henderson,M,Re.Henderson@walla.co.il,Ramat Gan
57,Kya,Melton,M,Kya.Me@gmail.com,Herzelia
15,Krystal,Bridges,F,Krystal.Bridges@hotmail.com,Herzelia
190,Kristina,Hutchinson,F,Kr.Hutchinson@yahoo.com,Ramat Gan
146,Tiya,Warren,F,Tiya.Warren@gmail.com,Tel Aviv
11,Louisa,Grant,F,Lo.Gr@gmail.com,Ramat Gan
185,Subhaan,Washington,M,Su.Wa@hotmail.com,Givatayim
62,Janine,Coulson,F,Ja.Coulson@gmail.com,Herzelia
145,Taran,Samuels,F,Ta.Samuels@hotmail.com,Herzelia
169,Emaan,Greenaway,M,Emaan.Greenaway@gmail.com,Herzelia
86,Keir,Ewing,M,Keir.Ewing@walla.co.il,Ramat Hasharon
